Mod:Item:MetaData, Localized Name
avaritia:singularity:10, Diamond Singularity
avaritia:singularity:11, Emerald Singularity
avaritia:singularity:12, Fluxed Singularity
avaritia:singularity:13, Platinum Singularity
avaritia:singularity:14, Iridium Singularity
avaritia:infinity_sword, Sword of the Cosmos
avaritia:infinity_bow, Longbow of the Heavens
avaritia:infinity_pickaxe, World Breaker
avaritia:infinity_shovel, Planet Eater
avaritia:infinity_axe, Nature's Ruin
avaritia:infinity_hoe, Hoe of the Green Earth
avaritia:infinity_helmet, Infinity Helmet
avaritia:infinity_chestplate, Infinity Breastplate
avaritia:infinity_pants, Infinity Leggings
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
tofucraft:tf_machine_case, 豆腐マシン筐体
tofucraft:tfstorage, TFストレージマシン
tofucraft:tfcollector, TFコレクター
tofucraft:antenna_basic, TFアンテナベーシック
tofucraft:tfoven, TFオーブン
tofucraft:tfcrasher, TFクラッシャー
tofucraft:tfcompressor, TFコンプレッサー
tofucraft:tfaggregator, TFアグリゲーター
tofucraft:tfadvanced_aggregator, 発展TFアグリゲーター
tofucraft:tofuworkstation, トーフ加工台
tofucraft:saltfurnace, 製塩かまど
tofucraft:saltfurnace_lit, 光っている製塩かまど
tofucraft:blocksaltpan, 塩田
tofucraft:blocktofukinu, 絹ごし豆腐ブロック
tofucraft:blocktofumomen, 木綿豆腐ブロック
tofucraft:blocktofuishi, 石豆腐ブロック
tofucraft:blocktofumetal, 鋼豆腐ブロック
tofucraft:blocktofuannin, 杏仁豆腐ブロック
tofucraft:blocktofuegg, 玉子豆腐ブロック
tofucraft:blocktofuhell, 地獄豆腐ブロック
tofucraft:blocktofudiamond, 金剛豆腐ブロック
tofucraft:blocktofugrilled, 焼き豆腐ブロック
tofucraft:blocktofudried, 高野豆腐ブロック
tofucraft:blocktofuzunda, ずんだ豆腐ブロック
tofucraft:tofuishi_brick, 豆腐石レンガ
tofucraft:tofuzunda_brick, 豆腐ずんだレンガ
tofucraft:tofuzunda_smoothbrick, 滑らかな豆腐ずんだレンガ
tofucraft:barrelmiso, 味噌樽
tofucraft:barreldoubanjiang, 豆板醤の樽
tofucraft:barrelmisotofu, 味噌豆腐樽
tofucraft:advtofugem_block, 強化豆腐石ブロック
tofucraft:blockleek, ネギ
tofucraft:yubagrass, 湯葉草
tofucraft:tofu_terrain, 自然の豆腐
tofucraft:zundatofu_terrain, ずんだ草ブロック
tofucraft:sapling_tofu, 豆腐の苗木
tofucraft:leaves_tofu, 豆腐の葉
tofucraft:sapling_apricot, 杏の苗木
tofucraft:leaves_apricot, 杏の葉
tofucraft:nattobed, 納豆床
tofucraft:tofucake, 豆腐ケーキ
tofucraft:tofuportal, トーフポータルブロック
tofucraft:tofustair_kinu, 絹ごし豆腐の階段
tofucraft:tofustair_momen, 木綿豆腐の階段
tofucraft:tofustair_ishi, 石豆腐の階段
tofucraft:tofustair_metal, 鋼豆腐の階段
tofucraft:tofustair_zunda, ずんだ豆腐の階段
tofucraft:tofustair_ishibrick, 石豆腐レンガの階段
tofucraft:tofuslab_kinu, 絹ごし豆腐ハーフブロック
tofucraft:tofuslab_momen, 木綿豆腐ハーフブロック
tofucraft:tofuslab_ishi, 石豆腐ハーフブロック
tofucraft:tofuslab_metal, 鋼豆腐ハーフブロック
tofucraft:tofuslab_zunda, ずんだ豆腐ハーフブロック
tofucraft:tofuslab_ishibrick, 豆腐石レンガハーフブロック
tofucraft:tofuladder_kinu, 絹豆腐のはしご
tofucraft:tofuladder_momen, 木綿豆腐のはしご
tofucraft:tofuladder_ishi, 石豆腐のはしご
tofucraft:tofuladder_metal, 鋼豆腐のはしご
tofucraft:tofuladder_zunda, ずんだ豆腐のはしご
tofucraft:tofuladder_ishibrick, 豆腐石レンガのはしご
tofucraft:tofutorch_kinu, 絹豆腐の松明
tofucraft:tofutorch_momen, 木綿豆腐の松明
tofucraft:tofutorch_ishi, 石豆腐の松明
tofucraft:tofutorch_metal, 鋼豆腐の松明
tofucraft:tofutorch_zunda, ずんだ豆腐の松明
tofucraft:tofuchest, 豆腐チェスト
tofucraft:tofubedrock, 豆腐岩盤
tofucraft:tofu_farmland, 豆腐耕地
tofucraft:tofuflower, トーフの花
tofucraft:ore_tofudiamond, 金剛豆腐鉱石
tofucraft:blockoretofu, 豆腐鉱石
tofucraft:yuba_noren, 湯葉ののれん
tofucraft:material:0, 塩
tofucraft:material:1, 豆麹
tofucraft:material:2, 味噌
tofucraft:material:3, 枝豆
tofucraft:material:4, ずんだ
tofucraft:material:5, 樽
tofucraft:material:6, 炒り豆
tofucraft:material:7, きな粉
tofucraft:material:8, 納豆
tofucraft:material:9, 杏の種
tofucraft:material:10, 漉し布
tofucraft:material:11, おから
tofucraft:material:12, ジャガイモのみじん切り
tofucraft:material:13, 生澱粉
tofucraft:material:14, 片栗粉
tofucraft:material:15, 杏仁霜
tofucraft:material:16, 葱
tofucraft:material:17, ずんだま
tofucraft:material:18, 豆腐石
tofucraft:material:19, 金剛豆腐の粒
tofucraft:material:20, 豆腐ハンバーグ(生)
tofucraft:material:21, TFコンデンサ
tofucraft:material:22, TF基板
tofucraft:material:23, TFコイル
tofucraft:material:24, TF発振器
tofucraft:material:25, 強化豆腐石
tofucraft:material:26, 活性豆腐石
tofucraft:material:27, 活性地獄豆腐
tofucraft:material:28, 豆腐そうめん
tofucraft:material:29, ガラスの器
tofucraft:material:30, レモン
tofucraft:material:31, 唐辛子
tofucraft:material:32, 湯葉
tofucraft:tofuradar, 豆腐スライムレーダー
tofucraft:rollingpin, 麺棒
tofucraft:koujibase, 豆麹の種
tofucraft:tofu_food:0, 絹ごし豆腐
tofucraft:tofu_food:1, 木綿豆腐
tofucraft:tofu_food:2, 石豆腐
tofucraft:tofu_food:3, 焼き豆腐
tofucraft:tofu_food:4, 揚げ豆腐
tofucraft:tofu_food:5, 厚揚げ
tofucraft:tofu_food:6, 玉子豆腐
tofucraft:tofu_food:7, 杏仁豆腐
tofucraft:tofu_food:8, 胡麻豆腐
tofucraft:tofu_food:9, ずんだ豆腐
tofucraft:tofu_food:10, いちごとうふ
tofucraft:tofu_food:11, 味噌漬け豆腐
tofucraft:tofuhell, 地獄豆腐
tofucraft:tofu_material:0, 鋼豆腐
tofucraft:tofu_material:1, 金剛豆腐
tofucraft:tofu_material:2, 高野豆腐
tofucraft:foodset:0, とうふちくわ
tofucraft:foodset:1, お揚げ
tofucraft:foodset:2, おにぎり
tofucraft:foodset:3, 塩にぎり
tofucraft:foodset:4, 味噌焼きおにぎり
tofucraft:foodset:5, 醤油焼きおにぎり
tofucraft:foodset:6, もやし
tofucraft:foodset:7, 豆腐丼
tofucraft:foodset:8, 豆腐ハンバーグ
tofucraft:foodset:9, 豆腐クッキー
tofucraft:foodset:10, お稲荷
tofucraft:foodset:11, トーフウオ
tofucraft:foodset:12, 焼きトーフウオ
tofucraft:foodset:13, きなこ餅
tofucraft:foodset:14, きなこまんじゅう
tofucraft:foodset:15, ちくわ
tofucraft:foodset:16, 豆腐ステーキ
tofucraft:foodset:17, 天ぷら豆腐ハンバーグ
tofucraft:foodset:18, 天ぷら豆腐ハンバーグあんかけ
tofucraft:foodset:19, そぼろ豆腐
tofucraft:foodset:20, そぼろ豆腐丼
tofucraft:foodset:21, おからスティック
tofucraft:foodset:22, 茹でた枝豆
tofucraft:foodset:23, 塩スイカ
tofucraft:foodset:24, 辛いおからスティック
tofucraft:foodset:25, TTT
tofucraft:foodset:26, 高野豆腐の含め煮
tofucraft:foodset:27, 肉巻き湯葉
tofucraft:foodset:28, 杏のゼリーを付けたパン
tofucraft:foodset:29, きなこパン
tofucraft:zundamochi, ずんだ餅
tofucraft:tsuyubowl_glass:0, 豆腐そうめんのつゆ
tofucraft:foodsetcontain:0, 麻婆豆腐
tofucraft:foodsetcontain:1, もやし炒め
tofucraft:foodsetcontain:2, もやしのおひたし
tofucraft:foodsetcontain:3, 冷や奴
tofucraft:foodsetcontain:4, 納豆冷や奴
tofucraft:foodsetcontain:5, 豆腐そうめん
tofucraft:foodsetcontain:6, おいしそうなシチュー
tofucraft:foodsetcontain:7, おいしそうなビーフシチュー
tofucraft:foodsetcontain:8, 湯豆腐
tofucraft:foodsetcontain:9, 味噌汁
tofucraft:foodsetcontain:10, 豆腐田楽
tofucraft:foodsetcontain:11, 肉じゃが
tofucraft:foodsetcontain:12, 揚げ出し豆腐
tofucraft:foodsetcontain:13, 高野豆腐の煮物
tofucraft:foodsetcontain:14, 杏
tofucraft:foodsetcontain:15, そぼろ豆腐炒め
tofucraft:foodsetcontain:16, 冷や奴
tofucraft:foodsetcontain:17, 五平餅
tofucraft:foodsetcontain:18, 豆腐南蛮
tofucraft:foodsetcontain:19, チキン南蛮
tofucraft:nigari, にがり
tofucraft:seeds_soybeans, 大豆
tofucraft:seeds_soybeans_hell, 地獄大豆
tofucraft:fukumame, 福豆
tofucraft:rice, お米
tofucraft:seeds_rice, お米の種
tofucraft:defattingpotion, 脱脂ポーション
tofucraft:sauce_bottle:0, 醬油
tofucraft:sauce_bottle:1, 出汁
tofucraft:sauce_bottle:2, 大豆油
tofucraft:sauce_bottle:3, 豆板醤
tofucraft:sauce_bottle:4, マヨネーズ
tofucraft:sauce_bottle:5, 杏のゼリー入りボトル
tofucraft:sauce_bottle:6, いちごジャム
tofucraft:annin_apple, 杏仁アップル
tofucraft:soymilk_drink:0, 豆乳
tofucraft:soymilk_drink:1, 杏仁豆乳
tofucraft:soymilk_drink:2, りんご豆乳
tofucraft:soymilk_drink:3, ココア豆乳
tofucraft:soymilk_drink:4, きなこ豆乳
tofucraft:soymilk_drink:5, プリン豆乳
tofucraft:soymilk_drink:6, かぼちゃ豆乳
tofucraft:soymilk_drink:7, 桜豆乳
tofucraft:soymilk_drink:8, いちご豆乳
tofucraft:soymilk_drink:9, 紅茶豆乳
tofucraft:soymilk_drink:10, ずんだ豆乳
tofucraft:soymilk_ramune, ラムネ豆乳
tofucraft:mineral_soymilk, ミネラル豆乳
tofucraft:tofustick, トーフステッキ
tofucraft:bugle, 豆腐屋のラッパ
tofucraft:tofuhoe, トーフニアンのクワ
tofucraft:swordkinu, 絹豆腐剣
tofucraft:swordmomen, 木綿豆腐剣
tofucraft:swordsolid, 石豆腐剣
tofucraft:swordmetal, 鋼豆腐剣
tofucraft:sworddiamond, 金剛豆腐剣
tofucraft:zundaruby, ずんだルビー
tofucraft:toolkinupickaxe, 絹ごし豆腐ツルハシ
tofucraft:toolmomenpickaxe, 木綿豆腐ツルハシ
tofucraft:toolsolidpickaxe, 石豆腐ツルハシ
tofucraft:toolmetalpickaxe, 鋼豆腐ツルハシ
tofucraft:tooldiamondpickaxe, 金剛豆腐ツルハシ
tofucraft:toolkinushovel, 絹ごし豆腐シャベル
tofucraft:toolmomenshovel, 木綿豆腐シャベル
tofucraft:toolsolidshovel, 石豆腐シャベル
tofucraft:toolmetalshovel, 鋼豆腐シャベル
tofucraft:tooldiamondshovel, 金剛豆腐シャベル
tofucraft:toolkinuaxe, 絹ごし豆腐斧
tofucraft:toolmomenaxe, 木綿豆腐斧
tofucraft:toolsolidaxe, 石豆腐斧
tofucraft:toolmetalaxe, 鋼豆腐斧
tofucraft:tooldiamondaxe, 金剛豆腐斧
tofucraft:armorkinuhelmet, 絹豆腐ヘルメット
tofucraft:armorkinuchestplate, 絹豆腐チェストプレート
tofucraft:armorkinuleggins, 絹豆腐レギンス
tofucraft:armorkinuboots, 絹豆腐ブーツ
tofucraft:armormomenhelmet, 木綿豆腐ヘルメット
tofucraft:armormomenchestplate, 木綿豆腐チェストプレート
tofucraft:armormomenleggins, 木綿豆腐レギンス
tofucraft:armormomenboots, 木綿豆腐ブーツ
tofucraft:armorsolidhelmet, 石豆腐ヘルメット
tofucraft:armorsolidchestplate, 石豆腐チェストプレート
tofucraft:armorsolidleggins, 石豆腐レギンス
tofucraft:armorsolidboots, 石豆腐ブーツ
tofucraft:armormetalhelmet, 鋼豆腐ヘルメット
tofucraft:armormetalchestplate, 鋼豆腐チェストプレート
tofucraft:armormetalleggins, 鋼豆腐レギンス
tofucraft:armormetalboots, 鋼豆腐ブーツ
tofucraft:armordiamondhelmet, 金剛豆腐ヘルメット
tofucraft:armordiamondchestplate, 金剛豆腐チェストプレート
tofucraft:armordiamondleggins, 金剛豆腐レギンス
tofucraft:armordiamondboots, 金剛豆腐ブーツ
tofucraft:tofuforce_core, トーフフォースコア
tofucraft:tofucore, トーフコア
tofucraft:tofuforce_sword, トーフフォースソード
tofucraft:tofuishi_shield, 石豆腐レンガのシールド
tofucraft:tofumetal_shield, 鋼豆腐のシールド
tofucraft:zundabow, ずんだ弓
tofucraft:zundaarrow, ずんだアロー
tofucraft:tofudoor_kinu, 絹豆腐のドア
tofucraft:tofudoor_momen, 木綿豆腐のドア
tofucraft:tofudoor_ishi, 石豆腐のドア
tofucraft:tofudoor_metal, 鋼豆腐のドア
tofucraft:tofuchinger_tooth, 豆腐の捕食獣の歯
tofucraft:tofuchinger_tootharrow, 豆腐の捕食獣の歯の矢
extrautils2:snowglobe:0, Magical Snow Globe
extrautils2:snowglobe:1, Magical Snow Globe
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:unstableingots:0, Unstable Ingot
extrautils2:unstableingots:1, Stable-'Unstable Nugget'
extrautils2:unstableingots:2, Stable-'Unstable Ingot'
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
